safe_text,label,agreement
vaccine brain damage cover up implodes  user on user discussing cdcwhistleblower user,-1.0,1.0
vaccines childrens clinic ,0.0,0.6666666666666666
"did you know you get infected with the measles through airborne transmission 
wtf",0.0,1.0
access to fitchburg school is limited amid measles scare  most read by neighbors in fitchburg ma,0.0,1.0
user user  both are deadly to some kids allergies are no joke and can be more deadly to a child than measles vaccinate every1,1.0,1.0
measles in the 717 ,0.0,0.6666666666666666
user this topic makes me scared to bring kids into modern society time to start looking for private schools who mandate vaccines,1.0,1.0
user gop stop blaming immigrants first ebola now measles which diseasesbrought their ancestors ainf ,1.0,0.6666666666666666
do they already have a cure for measles,0.0,1.0
user user they do cant attend school unless vaccinated,0.0,1.0
if you dont vaccinate your children you are a shitty parent end of story,1.0,1.0
as a citizen of the kingdom of god on assignment we have a diplomatic immunity from the fear of man,0.0,1.0
top colorado doctor says adults worried about measles should just get a vaccination the measles outbreak is ,1.0,1.0
user nah an idiot is someone who doesnt allow their kids to be vaccinated,1.0,1.0
why kids need vaccinations late 19thcentury maps show measles mortality before vaccines  ,1.0,1.0
measles fears spread in nj amid suspected case ,0.0,1.0
baby vaccination day shes getting the measles one early as there are fuckwits here in chicago who dont vaccinate ensuring its a problem,1.0,1.0
loving the measles poster making spirit today  ,0.0,1.0
baseball coach at santa monica high contracts measles ,0.0,1.0
im sick of hearing about people not vaccinating their children i am sick of hearing about peoples freedom to do insane dangerous things,1.0,1.0
which one is more risky for childrena vaccination or going to get them from school with your own car,0.0,0.6666666666666666
what are the odds that the kid with measles uses our lab room  user,0.0,1.0
user parents that refuse to get their kids immunized should be charged with reckless endangerment if their kid gets another sick,1.0,1.0
rt user vaccinations the measles and medicaid expansion  user,0.0,1.0
centers for disease control this years flu vaccine doesnt work  health flu cure failure sick cdc really,-1.0,0.6666666666666666
user ty fought hard 2 not vaccinate my kids yrs of ppls judgements dont get hurt get smart,-1.0,0.6666666666666666
vaccinate people user all 15 tarrant county measles cases and five in denton co traced to megachurch ,1.0,0.6666666666666666
hb1251 new providing for health insurance coverage for immunizations administered at a pharmacy by a pharmacist ,0.0,0.6666666666666666
a4077 new revises and codifies schedule for childhood lead screening along with other immunization and wellness ,0.0,0.6666666666666666
fridays immunity challenge is walking backwards to be safe this time be sure to watch your back,0.0,0.6666666666666666
my 70s healthnut parents didnt vaccinate me this is what my childhood was like  important,1.0,0.6666666666666666
user people who complain live longer releasing tension increases immunity and improves overall health well this is good news,0.0,1.0
austerity is not a vaccine to crisis it is a parasite with pandemic potential it drains life killing slowly occupywallstreet,0.0,1.0
user compensation for autism brain damage and other illnesses from vaccine court via user ,0.0,0.6666666666666666
is it that i seek to bear w them is it that i see the state of ppls hearts  storytelling autism vaccineinjury ,0.0,0.6666666666666666
user conservative neurosurgeon ben carson says vaccines are a public health issue  1 thing i agree with him on,-1.0,0.6666666666666666
measles case confirmed at plano isd school ,0.0,1.0
user youre the reason why people think that vaccines cause autism,1.0,1.0
newsingle smokendrink manymenrecords   mmr studios ,0.0,1.0
bdnwz measles kiddie parties is a thing gdnwz so is i have the most misinformed  arrogant parents of the year awards,1.0,1.0
user ok whats good u have to say about politics about our borders wide open about vaccines killing kids about the devaluation of,-1.0,1.0
user news more than 330 measles cases in just four months in england   health has jenny mccarthy visited lately,0.0,0.6666666666666666
three babies cured of hiv after being given vaccine after birth  via user ,0.0,0.6666666666666666
who wants a shot of autism juicei mean measles vaccine thingsmydoctorsays user,-1.0,1.0
user lets use ebola as a step to say vaccineswork flu is just as if not more dangerous it kills thousands also mmr polio,1.0,0.6666666666666666
user user user user user  over 12million children no autismvaccine link ,1.0,1.0
user where do i go to get ryno his middle school vaccinations too big for shots for tots ouachita parish health unit,1.0,1.0
dont bring that measles ampamp ebola shit in baltimore,0.0,0.6666666666666666
user vaccine truth ,0.0,0.6666666666666666
user hell yeah do you think she thinks the baby has an immunity or something,0.0,0.6666666666666666
user the measles may have hit wisconsin   dammit,1.0,1.0
user i still feel bad  please dont be scared of me immunizations2012,1.0,0.6666666666666666
user schumer wants measles vaccine more accessible ,1.0,1.0
23 yet the only way to immunize him is to give all 3 measles vac in rare cases causes brain damage which i believe caused autism ,-1.0,0.6666666666666666
not only should they treat people where they obtained the disease but they should also provide vaccinations to those who reside in that area,1.0,1.0
new bexar co district attorney nico lahood vaccinations can and do cause autism by brian chasnoff ,-1.0,1.0
vaccine scare leads to measles epidemic in uk ,0.0,1.0
the marketing message to antivaxers is focus on the weak amp sick that are at risk amp cant vaccinate dont focus on the facts,1.0,0.6666666666666666
the article i just rted if u choose to not get vaccinated youre being ignorant and just dont even give me the whole they cause autism,1.0,1.0
user literally does not matter it will now just be what theres no way mine could be this low blizzard is just bad at mmr,0.0,1.0
i hope you get measles  ,0.0,1.0
last vaccine  aurora health care  occupational health ,1.0,1.0
kids night at earthfare time to watch parents douse everything their little angels touch with sanitizer preventing them from immunities,0.0,1.0
user user and the vaccine will injure tens of thousands more flushot,-1.0,1.0
it is important to vaccinate and care for baby pigs when they are ,1.0,0.6666666666666666
editorial remove philosophical exemption from vaccine requirements for school entry michigan is in danger of ,0.0,1.0
user user user user user even with the vaccine your child is still at risk of catching the disease,0.0,0.6666666666666666
user user user parents would no longer be able to rely on the herd immunity of protected children,1.0,1.0
"i honestly dont believe in immunization 
now they passed a new law that starting this year we all need specific shots to get into school",-1.0,1.0
study of more than 95000 kids finds no link between mmr vaccine and autism ,1.0,1.0
really  mmr shots,-1.0,1.0
need a vaccine user 60 deaths so far from ebola in guinea 30 more in sierra leone user on alert ,1.0,1.0
user and the parents need to get their mmr booster shot too they claim vaccines cause autism and other disorders not provenis it,1.0,0.6666666666666666
pro safety doesnt make me an antivaxer  it makes me an educated consumer cdcwhistleblower cdcfraud mykidmatters vaccineinjuryisreal,-1.0,0.3333333333333333
he wants immunity and he wants it now scandal,0.0,1.0
user great info today esp reemerging measles and antigluten fad ty,0.0,0.6666666666666666
and chicken pox kids here are vaccinated against it so no nasty itchy spots and small scars for my little beauty,1.0,0.6666666666666666
user user user user my understanding is if you could get individual shots instead of combo vaccines safer,-1.0,0.3333333333333333
user immunities baby immunities ,0.0,0.6666666666666666
user user amp vaccines arent new because social diseases arent actually what they say mislabled,0.0,1.0
finally i heard jenny mccarthys son does not have autism she should apologize to all the dead kids that didnt get vaccines,1.0,0.6666666666666666
user gates foundation pledges 155 billion to immunize poor children  user wowzers ,1.0,0.6666666666666666
reading fb comments on measles articles  great entertainment,0.0,1.0
eric holder is forcing you to send your babies to start school with illegals who have had no immunization shots,1.0,0.6666666666666666
aids n  qhpv vaccine reduces risk costs among older hivpositive msm treated for hgain ,1.0,0.6666666666666666
why isnt the news talking about how measles were wiped out and then came back cuz dumbass ppl dont vaccinate their kids,1.0,0.6666666666666666
tmlt also i dont get a flu vaccine until i know its safe im letting the rest of the school be the guinea pigs for the vaccine suckers,-1.0,1.0
the mountain is out what a glorious day this is cherry blossoms lunch w a pal outside now a drive to bellevue to get my mmr shot yay,0.0,0.6666666666666666
user hmcheck for wounds may be an infection if vaccines arent up to date may be a disease regardless bring him to the vet,0.0,0.6666666666666666
user and  partial agreement measles cases result from the law of large numbers  coincidence user media obfuscation too,0.0,1.0
theyre heeeere dc confirms a case of measles,0.0,0.6666666666666666
vaccinate your kids,1.0,1.0
user nice discussion by user on vaccines 101 in kidney transplant recipients nephpearls ,0.0,1.0
"last one 
vaccinate your damn children i swear to god if i hear about this vaccination autism shit one more time im going to kill myself",1.0,1.0
most wont say it but i do not have to be politically correct  vaccinate your kids before they get the poliovirus you idiots,1.0,1.0
user omg the day we got drunk af by 7 pm wow what a mmr,0.0,1.0
gave this adorable little asian kid a piece of chalk so he could draw on the chalkboard while waiting for immunizations he ate it ,0.0,0.6666666666666666
we didnt get vaccinatedampwe survived i had smallpox measles mumps amppolioampsurvived dadnou didnt have smallpoxyes i did ampi survived,-1.0,0.6666666666666666
njoying the moments of life  mmr,0.0,1.0
people vaccinate your kids outbreaks happen because people think they will get autism educate yourself,1.0,1.0
vaccinated my kids yesterday  rt user about 90 of flurelated pediatric deaths occur in those who didnt get a vaccine fluvaxstats,1.0,1.0
measles outbreak to vaccinate or not vaccinate ,0.0,0.6666666666666666
stick with science we dont want measles back nowaydrjay,1.0,1.0
wonder how many measles cases are walking around heresure are plenty of sick candidates at user ,0.0,1.0
people have been vaccinated to the truth parroting words out of context they dont even understand bless their heart but cmon son,0.0,0.6666666666666666
user user user user user user there r no double  blind studies showing vaccines work,-1.0,1.0
yo 100 mugs user nuff said mmr mixmasterrod follow photobomb picsoftheday splat ,0.0,1.0
measles cases in ventura county prompt vaccination advisory two visitors from europe are suspected of falling ,1.0,0.6666666666666666
user i will never understand why parents dont get kids vaccinated ,1.0,1.0
come and pray in our mmr marian gardens  ,0.0,1.0
just watched a mmr truck hit a cat you bastereds,0.0,1.0
we dont know what causes autism but we do know vaccines dont ,1.0,1.0
do not ask   what are all those bumps doing on me   i already had shingles and chicken pox and measles ,0.0,1.0
user frnw i doubt immunity will open lips with truth from lerner,0.0,1.0
user user user injuries amp death from hpv vaccine heres 1 article out of many from a simple google search ,-1.0,1.0
user whats been the increase in reported measles and tb for the past five years,0.0,1.0
2 babies die 29 sickened from bad vaccines in south mexico mexicos public health system has suspended infant ,0.0,0.6666666666666666
mmr x db  deigner ,0.0,1.0
some say this brooklyn is   biggie mogul presents franchise liaison   problems official video mmr ,0.0,1.0
measles cases at 18year high because parents are failing to get children vaccinated ,1.0,0.6666666666666666
worried about the measles outbreak local doctors answer your questions 4630pm  click  kprc2,0.0,1.0
if you take this toxin or vaccine youll get cancer or autism and you wont like hugs thefence timminchin everythingischemical,-1.0,1.0
ya ready con user pala caravana de houstontexas saludos a too tura y un gran abrazo mmr and mbc user user ted,0.0,1.0
pissed that i have to have a blood test to see if my measles vaccine is still good idiot parents who dont vaccinate should be punished,1.0,1.0
 all the taxpayer money wasted at cdc canada comes up with vaccine pitiful,0.0,1.0
"mmr meets  bliss  
thursday august 20
ladiesfree until 11 
user 
user 
hot97 ",0.0,1.0
user i cant my brother had an awful reaction and my friends child developed autism after her first vaccines,-1.0,1.0
s2295 new department of healthimmunizations ,0.0,0.6666666666666666
vaccinations are important rt user measles cases in california outbreak keep rising  now at almost 80 ,1.0,0.6666666666666666
cat vomit toddler tantrums kindergarten party with 20 kids patching up scrapes amp writing about measles amp religion thisday,0.0,1.0
user themeasles i had what i think was the 3 day measles as a child should i be concernedi am now 56 yrs old ,0.0,1.0
an aids vaccine was created at oregon health amp science university that supposed to completely clear the virus from your system ,1.0,1.0
parents warned that vaccinating kids may turn them gay  via user,-1.0,0.3333333333333333
user you need to ask what  of measles outbreak are illegalswhere they fit in epidemic chainnear the beginning,0.0,1.0
if i take my kids to the playground amp they get the measles because another parent wont get their kids vaccinated im busting heads,1.0,1.0
sb383 enroll providing immunity from civil and criminal liability to certain health care providers for performi ,0.0,0.6666666666666666
gov christie parents should have some choice on whether or not to vaccinate their kids ,0.0,0.6666666666666666
love is like the measles we all have to go through it also like the measles we take it only once goodnight ,0.0,1.0
user father of boy with leukemia asks california school officials to bar unvaccinated students  vaccineswork,1.0,0.6666666666666666
user and yes ill take my vaccines amp please keep ur unvaccinated kids away from mine go live in ur paranoiafilled cave,1.0,0.6666666666666666
user simple vaccinate your kids the end,1.0,1.0
new measles cases confirmed in san mateo and marin counties ,0.0,1.0
dr nicole bates imagine global health policy as a system  vaccineswork,1.0,1.0
user yas the argument for it not being medically necessary to vaccinate a child relies solely on everyone else vaccinating theirs,1.0,0.6666666666666666
pete carroll you just blew the super bowl  what are you going to do now   im going to disneyland and catch the measles,0.0,1.0
user nyc measles outbreak spreads to lower east side ,0.0,1.0
california lawmakers aim to limit vaccine exemptions ,1.0,1.0
nbc5chicago how do we get full disclosure as to measles kids whereabouts for the past weeks,0.0,0.6666666666666666
had a fuckn ball wit user n the whole mmr team i hate to leave but i got to go until next time im out,0.0,1.0
user user user user user i survived measles amp now have a lifetime of natural immunity,0.0,1.0
measles outbreak in az monitored locally health workers in colorado are monitoring developments in arizona after ,0.0,0.6666666666666666
autism  family losing our home  click to donate   via user autism autismawareness  vaccine injury,0.0,0.6666666666666666
taylees getting her second round of immunizations today i feel so bad for my baby  avera mcgreevy clinic west ,1.0,0.6666666666666666
user 40 of vaccines contain aluminum what conditions are associated with aluminum exposure  cdcvax,-1.0,1.0
user jenny mccarthy gets crucified on twitter over antivaccination beliefs  get your kids vaccinated,1.0,0.6666666666666666
parts of africa have more people vaccinated for measles than the us does   user,0.0,0.6666666666666666
user user user vaccinations work and are safe its not a choice when herd immunity fails and people die idiots,1.0,1.0
this girls first casserole inside out ohh you turn me stuffed pepper growingup yum courtesy of mmr  ,0.0,1.0
im at mmr station 22 mount pleasant mi ,0.0,1.0
user obamacare what remedies available to citizens if harmed due to site hacking sue the us gov or not sovereign immunity,0.0,1.0
childrens museum of houston to offer free vaccinations ,1.0,0.6666666666666666
case of measles suspected in baltimore county child baltimore county child is tested for measles after visiting ,0.0,1.0
so apparently the nasal spray live culture flu vaccination isnt going to work out for desmond he keeps throwing up poor baby sadface,-1.0,0.3333333333333333
"something about the super bowl  katy perry and vaccinations 
katy perry was giving children vaccines at halftime idk i stay relevant",0.0,1.0
scientist recalls the 198890 outbreak when 12000 angelenos caught measles a disease researcher who worked ,0.0,1.0
im at emos for death from above 1979 and the vaccines 603 red river st at e 6th st austin w 17 others ,0.0,1.0
user watch volunteers are risking their lives to vaccinate children in areas held by isis ,1.0,1.0
im totally going to disneyland ive had my measles vaccination and the lines will be shorter,1.0,1.0
jesus didnt vaccinate so neither will my kids is the dumbest thing ive ever heard,1.0,1.0
if you are against vaccinations i hope you get measles,1.0,1.0
user since im a diabetic and a heart patient do i need to take the measles vaccine,0.0,0.6666666666666666
cdc  coverage  2013 national immunization survey infographic  vaccines ,0.0,1.0
my poor baby is getting his vaccines today   home sweet home  ,1.0,1.0
user and most flu vaccine have small amounts of mercury which is bad for you you can build your immune system by a healthy lifestyle,-1.0,0.6666666666666666
user  vaccinations must be a requirement there are many infants who can not be vaccinated r u guys willing to risk their lifes,1.0,1.0
user measles vaccine is safe effective amp not just for kids need a booster  mapit ,1.0,1.0
amnews  new forms of vaccines offer promising results an even more recent type of vaccine uses a harmless virus ,0.0,0.6666666666666666
its troubling hearing about parents who wont vaccinate their children,1.0,1.0
2 everything at the home of 2 tuesday marjais meet me there w tyratonique host mmr ,0.0,1.0
seriously people get your kids vaccinated like i will never understand people that are against it the benefits out way the risks wayy more,1.0,1.0
an issue so important to me vaccinate your children user takes the stage at aacon15 ,1.0,1.0
finally getting my immunization records for school,1.0,0.6666666666666666
so do the parents that didnt get their kids the measles vaccination  take them to the hospital when they get it,1.0,0.6666666666666666
nothing pisses me off more than young mothers who know nothing about microbiology or immunology refusing to vaccinate their child,1.0,1.0
all you parents not vaccinating your kids feel free to just walk off the edge of the earth,1.0,1.0
5 things to know about san diegos measles outbreak ,0.0,1.0
user measles outbreak bc ignorant parents refuse vax for kids action is reqd for cdc 2 not allow any child  wo vac 2 attend,1.0,1.0
user user today i was blocked from an autism parent support group in nj for being a vocal parent proponent of vaccination,0.0,0.6666666666666666
bottom line is vaccinate your children guys ,1.0,1.0
user my grandsons pediatrician acknowledged his vaccine injuries amp provided a waiver voluntarily that he not receive any more vaccines,-1.0,1.0
user user i say we do misting fly over neighborhoodsamp mist vaccinations while kids are outside ie playground ampbus stops ,0.0,0.6666666666666666
if you dont vaccinate your kids youre an uneducated dumbass as a parent and deserve to be charged with child abuse,1.0,1.0
passed my chex exams got vaccinated amp tested i cant wait to get my uniformamp get placed again user  childlife love choc,1.0,1.0
user user allow me to interrupt rq vaccines in no way shape or form are related to autism ,1.0,1.0
sb121 passed meningococcal diseasepupils to be immunized against at recommended age ,0.0,0.6666666666666666
"hah ha ha 

fucking vaccinate your children",1.0,0.6666666666666666
miners fight is on the field pregame is being learned fast mmr utep,0.0,1.0
measles outbreak centered at disneyland may be declared over friday the measles outbreak that started in ,0.0,1.0
stuffconz fear grows of measles outbreak medical authorities fear a measles outbreak could spread to hundreds m ,1.0,0.6666666666666666
yup and the sky is still blue user icymi vaccines clearedagainin autism risk debate ,1.0,1.0
im at mmr station 24 weidman mi ,0.0,1.0
only 14 of people in disneyland measles outbreak were unvaccinated but its 100 their fault claims propaganda ,-1.0,0.6666666666666666
user un stops syria vaccine campaign after 15 children die  ,-1.0,0.6666666666666666
user jijijiji no mmr acabo de ver tus tweets apenas and no,0.0,1.0
tarrant county confirms another measles case tarrant county   another measles case has ,0.0,1.0
user flu shots have never been proven to protect you from getting the flu the vaccine company uses it as a scare tactic,-1.0,0.6666666666666666
dont act surprised gtyikes thousands of bart commuters may have been exposed to measles ,1.0,0.6666666666666666
user rtuser study finds no link between immunizations and autism  ,1.0,1.0
user the epa knows and the 4ppm fluoride killed over 4 million babies last yr with the toxic mix of fluoride and vaccines whistleblow,-1.0,1.0
reminder to work on health eat rightexercisevaccines protect others handwashing flushot home when sick  ,1.0,0.6666666666666666
"jim i think the most worthy opponent of you is you
dwight that is correct unless there happen to be measles present",0.0,1.0
user maybe she woke up with measles,0.0,1.0
"user 

one was a mangeridden raccoon apparently w other diseases causing hair loss  wild animals dont have the mange immunity",0.0,1.0
kenya one of the countries where children missed their vaccinations in 2013 tetanus one of them user user ,1.0,1.0
user now they got a measles outbreak been at disney land,0.0,1.0
"million  pledges to vaccinate world kids
britain          1570
norway           969
united states  800",1.0,0.6666666666666666
why is there an actual debate on vaccinating your kids its a nobrainer like calling 3 running plays from the halfyard line,1.0,1.0
measles mumps novella,0.0,1.0
user our 8yrold son has autism and i would amp did absolutely have him vaccinatedhis life is worth being healthy for,1.0,1.0
user cdcwhistleblower autism vaccines 1 vaccines do not cause autism ,1.0,0.6666666666666666
user user if someone got the measles from the vaccine is there any chance of it recurring  poor kid got ear infection too,-1.0,0.3333333333333333
vaccines important to health but need to be affordable for better access and implementation ,1.0,1.0
user if previously vaccinated peoples antibodies are so low they can now get the disease as adults not good,0.0,0.6666666666666666
health district offers nocost immunizations for uninsured children the southern nevada health district if ,1.0,0.6666666666666666
user the saddest part is you dont keep your crazy to yourself my son is autistic fheads like you insult him with your idiocy,1.0,0.6666666666666666
the power of truth rally 2005 10 years later trace amounts documentary mercury vaccinesinjure cdcwhistleblower ,-1.0,0.6666666666666666
vaccines can give children the opportunity to live to their full potential vaccineswork,1.0,1.0
cancer vaccine proven safe,1.0,1.0
me and da homie user posted club illusions thenationway mmr bboyent teamfreepour ,0.0,1.0
california measles outbreak grows ,0.0,1.0
"rtuser user what can parents doctors and politici do to stop 
measles and whooping cough outbreaks
",1.0,0.6666666666666666
if you refuse to vaccinate your kid because you think it increases the risk of developing autism you are really dumb for real,1.0,1.0
turesday psa cdc says soap  watergt running watergt hand sanitizer for preventing spread of disease wash yo handz and get yo vaccines,1.0,0.6666666666666666
"what if the measles are in the churro cart

user",0.0,0.6666666666666666
today1885louis pasteur successfully tested his antirabies vaccine on the child who later became pasteur institute director,1.0,0.6666666666666666
she too geeked she about to start  school immunizations  unity ,0.0,0.6666666666666666
guess who got their mmr shot early because cautious healthy baby babyemily sfv panoramacity user ,0.0,0.6666666666666666
user or not vaccinate his kids but doesnt want others to have them,0.0,0.6666666666666666
user user user how are the putting other kids at risk if theyre vaccinated dont fall for the propaganda,-1.0,0.6666666666666666
two of those things arent even viruses how on earth would you vaccinate against autism that makes no sense user user,0.0,0.6666666666666666
two new cases of measles hit city two new cases of measles have been reported in the city raising the total ,0.0,1.0
user on average people who complain live longer  releasing this tension increases immunity and boosts their health user,0.0,1.0
parents you must vaccination your children,1.0,1.0
user the measles outbreak is spreading amp has reignited the vaccine debate which side are you on its really a no brainervaccinate,1.0,0.6666666666666666
help please user rt happymothering doctors change names of diseases when vaccines do not work  via user,-1.0,0.6666666666666666
just choked on the sip of soda i drank some woman shoved me and told me to stop spreading measles thanks antivaccers ,1.0,0.6666666666666666
ebola vaccine trials set to begin in september officials at the world health organization said that the first ,0.0,0.6666666666666666
"historical amp scientific critique of the theory that vaccines prevent amp lowered disease rates
",-1.0,0.6666666666666666
i figured with all these crazy antiscience people running around unvaccinated it was time for an mmr ,1.0,1.0
home and safe from mmr best ever well if you didnt go how would you know,0.0,1.0
baby girl got 4 more immunizations today ,1.0,0.6666666666666666
aids n  why patients with hiv may need additional mmr immunization ,0.0,1.0
we vaccinate to prevent death not for convenience vaccines prevention pediatrics,1.0,1.0
rt user if unvaccinated youre about 35k times more likely to die from measles than win at powerball  healthcare,1.0,1.0
elb combo vaccine causes autism my son elijah who was taken from me out of state by my wife has been diagnosed with autism likel,-1.0,1.0
experts emphasize vaccination as measles cases spread ,0.0,0.6666666666666666
all ages from all places working together to save children user vaccineswork ,1.0,1.0
arizona and pinal county health officials confirm eight more cases of measles total of 10 cases confirmed user ,0.0,1.0
the all mighty mmr music money records,0.0,1.0
its cuz  the same time in the 1970s the law passed 4all school age kidsprego womenn infants 2b mandatory vaccinescoincidence nope,-1.0,0.3333333333333333
like can you imagine being 1 of those 100 children coming home from a great time  disney only to get the measles like dude wtf,0.0,1.0
user user go away my 3 kids are all vaccinated try approaching people nicely and they might care about what you have to say,1.0,1.0
measles outbreak what you need to know ,0.0,1.0
user user aaaaaaaand thats why theyre not called autism vaccines,0.0,0.6666666666666666
"7 more flu deaths in cuyahoga cty
vaccineseasy 2 get amp free 4 those in  straights
freegtgtobamacare chip medicaid amp medicare
user",1.0,1.0
"cdc now admitting to omitting vaccine study data showing 340 increased risk of autism user vetosb277 
 ",-1.0,0.6666666666666666
being fake is like dying of a slow death wit no vaccine being real is eternal and healthy which dose have you taken today,0.0,0.6666666666666666
user spare me vaccines are necessary and should be required,1.0,1.0
something i dont get even if vaccines did cause autism which they dont how would not vaccinating ever be a preferable option,1.0,0.6666666666666666
user im a survivor of chicken pox measles amp mumps as are my 4 sisters,0.0,1.0
 before yall start thinkin some crazy its just a vaccination shot for chicken pox  measles or some shit,0.0,0.6666666666666666
user esp when mercury free vaccines are available,1.0,0.6666666666666666
user ohio measles outbreak is biggest in us since 1996 ,0.0,1.0
get your fucking baby vaccinated damn,1.0,1.0
yes but we have chosen a delayed schedule user are your kids vaccinated why or why not tweet user your thoughtsquestions,0.0,0.6666666666666666
